"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DICDA909","Atherosclerosis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",46,,
"DICDA911","Other diseases of the circulatory system","NOMBRENB","Number","USA","United States","2010","2010",708457,,
"DICDA911","Other diseases of the circulatory system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",229,,
"DICDB000","Diseases of the respiratory system","NOMBRENB","Number","USA","United States","2010","2010",3442988,,
"DICDB000","Diseases of the respiratory system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",1113.1,,
"DICDB001","Acute upper respiratory infections and influenza","NOMBRENB","Number","USA","United States","2010","2010",94371,,
"DICDB001","Acute upper respiratory infections and influenza","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",30.5,,
"DICDB002","Pneumonia","NOMBRENB","Number","USA","United States","2010","2010",1127717,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",364.6,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","USA","United States","2010","2010",173239,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",56,,
"DICDB005","Other diseases of upper respiratory tract","NOMBRENB","Number","USA","United States","2010","2010",52682,,
"DICDB005","Other diseases of upper respiratory tract","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",17,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","NOMBRENB","Number","USA","United States","2010","2010",712139,,
"DICDB006","Chronic obstructive Pulmonary disease and bronchiectasis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",230.2,,
"DICDB007","Asthma","NOMBRENB","Number","USA","United States","2010","2010",439435,,
"DICDB007","Asthma","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",142.1,,
"DICDB008","Other diseases of the respiratory system","NOMBRENB","Number","USA","United States","2010","2010",843405,,
"DICDB008","Other diseases of the respiratory system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",272.7,,
"DICDB100","Diseases of the digestive system","NOMBRENB","Number","USA","United States","2010","2010",3472940,,
"DICDB100","Diseases of the digestive system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",1122.8,,
"DICDB101","Disorders of teeth and supporting structures","NOMBRENB","Number","USA","United States","2010","2010",23903,,
"DICDB101","Disorders of teeth and supporting structures","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",7.7,,
"DICDB102","Other diseases of oral cavity, salivary glands and jaws","NOMBRENB","Number","USA","United States","2010","2010",26831,,
"DICDB102","Other diseases of oral cavity, salivary glands and jaws","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",8.7,,
"DICDB103","Diseases of oesophagus","NOMBRENB","Number","USA","United States","2010","2010",191196,,
"DICDB103","Diseases of oesophagus","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",61.8,,
"DICDB104","Peptic ulcer","NOMBRENB","Number","USA","United States","2010","2010",127766,,
"DICDB104","Peptic ulcer","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",41.3,,
"DICDB105","Dyspepsia and Other diseases of stomach and duodenum","NOMBRENB","Number","USA","United States","2010","2010",207951,,
"DICDB105","Dyspepsia and Other diseases of stomach and duodenum","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",67.2,,
"DICDB106","Diseases of appendix","NOMBRENB","Number","USA","United States","2010","2010",274652,,
"DICDB106","Diseases of appendix","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",88.8,,
"DICDB107","Inguinal hernia","NOMBRENB","Number","USA","United States","2010","2010",34854,,
"DICDB107","Inguinal hernia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",11.3,,
"DICDB108","Other abdominal hernia","NOMBRENB","Number","USA","United States","2010","2010",146549,,
"DICDB108","Other abdominal hernia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",47.4,,
"DICDB109","Crohn's disease and ulcerative colitis","NOMBRENB","Number","USA","United States","2010","2010",104839,,
"DICDB109","Crohn's disease and ulcerative colitis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",33.9,,
"DICDB110","Other noninfective gastroenteritis and colitis","NOMBRENB","Number","USA","United States","2010","2010",145970,,
"DICDB110","Other noninfective gastroenteritis and colitis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",47.2,,
"DICDB111","Paralytic ileus and Intestinal obstruction without hernia","NOMBRENB","Number","USA","United States","2010","2010",384757,,
"DICDB111","Paralytic ileus and Intestinal obstruction without hernia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",124.4,,
"DICDB112","Diverticular disease of intestine","NOMBRENB","Number","USA","United States","2010","2010",300111,,
"DICDB112","Diverticular disease of intestine","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",97,,
"DICDB113","Diseases of anus and rectum","NOMBRENB","Number","USA","United States","2010","2010",72407,,
"DICDB113","Diseases of anus and rectum","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",23.4,,
"DICDB114","Other diseases of intestine","NOMBRENB","Number","USA","United States","2010","2010",205344,,
"DICDB114","Other diseases of intestine","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",66.4,,
"DICDB115","Alcoholic liver disease","NOMBRENB","Number","USA","United States","2010","2010",69788,,
"DICDB115","Alcoholic liver disease","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",22.6,,
"DICDB116","Other diseases of liver","NOMBRENB","Number","USA","United States","2010","2010",110508,,
"DICDB116","Other diseases of liver","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",35.7,,
"DICDB117","Cholelithiasis","NOMBRENB","Number","USA","United States","2010","2010",334382,,
"DICDB117","Cholelithiasis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",108.1,,
"DICDB118","Other diseases of gall bladder and biliary tract","NOMBRENB","Number","USA","United States","2010","2010",112510,,
"DICDB118","Other diseases of gall bladder and biliary tract","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",36.4,,
"DICDB119","Diseases of pancreas","NOMBRENB","Number","USA","United States","2010","2010",307162,,
"DICDB119","Diseases of pancreas","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",99.3,,
"DICDB120","Other diseases of the digestive system","NOMBRENB","Number","USA","United States","2010","2010",291460,,
"DICDB120","Other diseases of the digestive system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",94.2,,
"DICDB200","Diseases of the skin and subcutaneous tissue","NOMBRENB","Number","USA","United States","2010","2010",743466,,
"DICDB200","Diseases of the skin and subcutaneous tissue","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",240.4,,
"DICDB201","Infections of the skin and subcutaneous tissue","NOMBRENB","Number","USA","United States","2010","2010",612339,,
"DICDB201","Infections of the skin and subcutaneous tissue","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",198,,
"DICDB202","Dermatitis, eczema and papulosquamous disorders","NOMBRENB","Number","USA","United States","2010","2010",36147,,
"DICDB202","Dermatitis, eczema and papulosquamous disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",11.7,,
"DICDB203","Other diseases of the skin and subcutaneous tissue","NOMBRENB","Number","USA","United States","2010","2010",94980,,
"DICDB203","Other diseases of the skin and subcutaneous tissue","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",30.7,,
"DICDB300","Diseases of musculoskeletal system and connective tissue","NOMBRENB","Number","USA","United States","2010","2010",2311640,,
"DICDB300","Diseases of musculoskeletal system and connective tissue","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",747.3,,
"DICDB301","Coxarthrosis (arthrosis of hip)","NOMBRENB","Number","USA","United States","2010","2010",294532,,
"DICDB301","Coxarthrosis (arthrosis of hip)","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",95.2,,
"DICDB302","Gonarthrosis (arthrosis of knee)","NOMBRENB","Number","USA","United States","2010","2010",691816,,
"DICDB302","Gonarthrosis (arthrosis of knee)","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",223.7,,
"DICDB304","Other arthropathies","NOMBRENB","Number","USA","United States","2010","2010",195259,,
"DICDB304","Other arthropathies","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",63.1,,
"DICDB305","Systemic connective tissue disorders","NOMBRENB","Number","USA","United States","2010","2010",41326,,
"DICDB305","Systemic connective tissue disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",13.4,,
"DICDB306","Deforming dorsopathies and spondylopathies","NOMBRENB","Number","USA","United States","2010","2010",265669,,
"DICDB306","Deforming dorsopathies and spondylopathies","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",85.9,,
"DICDB307","Intervertebral disc disorders","NOMBRENB","Number","USA","United States","2010","2010",312963,,
"DICDB307","Intervertebral disc disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",101.2,,
"DICDB308","Dorsalgia","NOMBRENB","Number","USA","United States","2010","2010",56951,,
"DICDB308","Dorsalgia","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",18.4,,
"DICDB309","Soft tissue disorders","NOMBRENB","Number","USA","United States","2010","2010",169980,,
"DICDB309","Soft tissue disorders","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",55,,
"DICDB310","Other disorders of the musculoskeletal system and connective tissue","NOMBRENB","Number","USA","United States","2010","2010",283144,,
"DICDB310","Other disorders of the musculoskeletal system and connective tissue","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",91.5,,
"DICDB400","Diseases of the genitourinary system","NOMBRENB","Number","USA","United States","2010","2010",2134630,,
"DICDB400","Diseases of the genitourinary system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",690.1,,
"DICDB401","Glomerular and renal tubulo-interstitial diseases","NOMBRENB","Number","USA","United States","2010","2010",191324,,
"DICDB401","Glomerular and renal tubulo-interstitial diseases","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",61.9,,
"DICDB402","Renal failure","NOMBRENB","Number","USA","United States","2010","2010",590046,,
"DICDB402","Renal failure","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",190.8,,
"DICDB403","Urolithiasis","NOMBRENB","Number","USA","United States","2010","2010",163723,,
"DICDB403","Urolithiasis","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",52.9,,
"DICDB404","Other diseases of the urinary system","NOMBRENB","Number","USA","United States","2010","2010",633174,,
"DICDB404","Other diseases of the urinary system","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",204.7,,
"DICDB405","Hyperplasia of prostate","NOMBRENB","Number","USA","United States","2010","2010",63600,,
"DICDB405","Hyperplasia of prostate","RTOMALNB","Per 100 000 males","USA","United States","2010","2010",41.8,,
"DICDB406","Other diseases of Male genital organs","NOMBRENB","Number","USA","United States","2010","2010",50172,,
"DICDB406","Other diseases of Male genital organs","RTOMALNB","Per 100 000 males","USA","United States","2010","2010",33,,
"DICDB407","Disorders of breast","NOMBRENB","Number","USA","United States","2010","2010",27548,,
"DICDB407","Disorders of breast","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",17.5,,
"DICDB408","Inflammatory diseases of Female pelvic organs","NOMBRENB","Number","USA","United States","2010","2010",46319,,
"DICDB408","Inflammatory diseases of Female pelvic organs","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",29.5,,
"DICDB409","Menstrual, menopausal and Other Female genital conditions","NOMBRENB","Number","USA","United States","2010","2010",123139,,
"DICDB409","Menstrual, menopausal and Other Female genital conditions","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",78.3,,
"DICDB410","Other disorders of the genitourinary system","NOMBRENB","Number","USA","United States","2010","2010",245585,,
"DICDB410","Other disorders of the genitourinary system","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",156.2,,
"DICDB500","Pregnancy, childbirth and the puerperium","NOMBRENB","Number","USA","United States","2010","2010",4442013,,
"DICDB500","Pregnancy, childbirth and the puerperium","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",2824.9,,
"DICDB502","Other pregnancy with abortive outcome","NOMBRENB","Number","USA","United States","2010","2010",43483,,
"DICDB502","Other pregnancy with abortive outcome","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",27.7,,
"DICDB503","Complications of pregnancy in the antenatal period","NOMBRENB","Number","USA","United States","2010","2010",272112,,
"DICDB503","Complications of pregnancy in the antenatal period","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",173,,
"DICDB505","Single spontaneous delivery","NOMBRENB","Number","USA","United States","2010","2010",217499,,
"DICDB505","Single spontaneous delivery","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",138.3,,
"DICDB506","Other delivery","NOMBRENB","Number","USA","United States","2010","2010",3736638,,
"DICDB506","Other delivery","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",2376.3,,
"DICDB507","Complications predominantly related to the puerperium","NOMBRENB","Number","USA","United States","2010","2010",28923,,
"DICDB507","Complications predominantly related to the puerperium","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",18.4,,
"DICDB508","Other obstetric conditions","NOMBRENB","Number","USA","United States","2010","2010",112460,,
"DICDB508","Other obstetric conditions","RTOFEMNB","Per 100 000 females","USA","United States","2010","2010",71.5,,
"DICDB600","Certain conditions originating in the perinatal period","NOMBRENB","Number","USA","United States","2010","2010",179156,,
"DICDB600","Certain conditions originating in the perinatal period","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",57.9,,
"DICDB601","Disorders related to short gestation and low birthweight","NOMBRENB","Number","USA","United States","2010","2010",23098,,
"DICDB601","Disorders related to short gestation and low birthweight","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",7.5,,
"DICDB602","Other conditions originating in the perinatal period","NOMBRENB","Number","USA","United States","2010","2010",156058,,
"DICDB602","Other conditions originating in the perinatal period","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",50.5,,
"DICDB700","Congenital malformations, deformations and chromosomal abnormalities","NOMBRENB","Number","USA","United States","2010","2010",174036,,
"DICDB700","Congenital malformations, deformations and chromosomal abnormalities","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",56.3,,
"DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","NOMBRENB","Number","USA","United States","2010","2010",215062,,
"DICDB800","Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",69.5,,
"DICDB801","Pain in throat and chest","NOMBRENB","Number","USA","United States","2010","2010",41978,,
"DICDB801","Pain in throat and chest","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",13.6,,
"DICDB802","Abdominal and pelvic Pain","NOMBRENB","Number","USA","United States","2010","2010",16463,,
"DICDB802","Abdominal and pelvic Pain","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",5.3,,
"DICDB803","Unknown and unspecified causes of morbidity","NOMBRENB","Number","USA","United States","2010","2010",44155,,
"DICDB803","Unknown and unspecified causes of morbidity","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",14.3,,
"DICDB804","Other symptoms, signs and abnormal clinical and laboratory findings","NOMBRENB","Number","USA","United States","2010","2010",112466,,
"DICDB804","Other symptoms, signs and abnormal clinical and laboratory findings","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",36.4,,
"DICDB900","Injury, poisoning and other consequences of external causes","NOMBRENB","Number","USA","United States","2010","2010",2977702,,
"DICDB900","Injury, poisoning and other consequences of external causes","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",962.7,,
"DICDB901","Intracranial injury","NOMBRENB","Number","USA","United States","2010","2010",223308,,
"DICDB901","Intracranial injury","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",72.2,,
"DICDB902","Other injuries to the head","NOMBRENB","Number","USA","United States","2010","2010",97781,,
"DICDB902","Other injuries to the head","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",31.6,,
"DICDB903","Fracture of forearm","NOMBRENB","Number","USA","United States","2010","2010",57521,,
"DICDB903","Fracture of forearm","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",18.6,,
"DICDB904","Fracture of femur","NOMBRENB","Number","USA","United States","2010","2010",370833,,
"DICDB904","Fracture of femur","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",119.9,,
"DICDB905","Fracture of lower leg, including ankle","NOMBRENB","Number","USA","United States","2010","2010",176074,,
"DICDB905","Fracture of lower leg, including ankle","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",56.9,,
"DICDB906","Other injuries","NOMBRENB","Number","USA","United States","2010","2010",677653,,
"DICDB906","Other injuries","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",219.1,,
"DICDB907","Burns and corrosions","NOMBRENB","Number","USA","United States","2010","2010",17463,,
"DICDB907","Burns and corrosions","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",5.6,,
"DICDB908","Poisonings by drugs, medicaments, and biological substances and toxic effects","NOMBRENB","Number","USA","United States","2010","2010",259715,,
"DICDB908","Poisonings by drugs, medicaments, and biological substances and toxic effects","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",84,,
"DICDB909","Complications of Surgical and medical care, n.e.c.","NOMBRENB","Number","USA","United States","2010","2010",1016507,,
"DICDB909","Complications of Surgical and medical care, n.e.c.","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",328.6,,
"DICDB911","Other and unspecified effects of external causes","NOMBRENB","Number","USA","United States","2010","2010",80847,,
"DICDB911","Other and unspecified effects of external causes","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",26.1,,
"DICDC100","Factors influencing health status and contact with health services","NOMBRENB","Number","USA","United States","2010","2010",4616139,,
"DICDC100","Factors influencing health status and contact with health services","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",1492.3,,
"DICDC103","Liveborn infants according to place of birth","NOMBRENB","Number","USA","United States","2010","2010",3840608,,
"DICDC103","Liveborn infants according to place of birth","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",1241.6,,
"DICDC104","Other medical care (including radiotherapy and chemotherapy sessions)","NOMBRENB","Number","USA","United States","2010","2010",166033,,
"DICDC104","Other medical care (including radiotherapy and chemotherapy sessions)","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",53.7,,
"DICDC105","Other factors influencing Health status and contact with Health services","NOMBRENB","Number","USA","United States","2010","2010",609498,,
"DICDC105","Other factors influencing Health status and contact with Health services","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",197,,
"DICDA000","All causes","NOMBRENB","Number","USA","United States","2010","2010",38818361,,
"DICDA000","All causes","RTOALLNB","Per 100 000 population","USA","United States","2010","2010",12549.5,,
"VARPANGI","Transluminal coronary angioplasty","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",484554,,
"VARPANGI","Transluminal coronary angioplasty","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",156.7,,
"VARPAPPI","Appendectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",291757,,
"VARPAPPI","Appendectomy","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",94.3,,
"VARPCHOL","Cholecystectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",418178,,
"VARPCHOL","Cholecystectomy","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",135.2,,
"VARPLPCH","Laparoscopic cholecystectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",345154,,
"VARPLPCH","Laparoscopic cholecystectomy","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",111.6,,
"VARPHERI","Repair of inguinal hernia","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",40440,,
"VARPHERI","Repair of inguinal hernia","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",13.1,,
"VARPPROS","Transurethral prostatectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",64678,,
"VARPPROS","Transurethral prostatectomy","MASRTONB","Inpatient cases per 100 000 males","USA","United States","2010","2010",42.5,,
"VARPNOUR","Open prostatectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",72616,,
"VARPNOUR","Open prostatectomy","MASRTONB","Inpatient cases per 100 000 males","USA","United States","2010","2010",47.8,,
"VARPHYST","Hysterectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",164017,,
"VARPHYST","Hysterectomy","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2010","2010",104.3,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",1309182,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2011","2011",1293267,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2012","2012",1296070,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2013","2013",1284339,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2014","2014",1284551,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2015","2015",1272503,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2016","2016",1258581,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2017","2017",1232339,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2018","2018",1208176,,
"VARPCESA","Caesarean section","INPCASQT","Number of inpatient cases","USA","United States","2019","2019",1186397,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2010","2010",832.6,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2011","2011",816.7,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2012","2012",812.8,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2013","2013",800.2,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2014","2014",794.7,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2015","2015",781.7,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2016","2016",767.8,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2017","2017",747.1,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2018","2018",728.7,,
"VARPCESA","Caesarean section","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2019","2019",712.2,,
"VARPPHAN","Hip replacement","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",629566,,
"VARPPHAN","Hip replacement","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",203.5,,
"VARPKNEE","Total knee replacement","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",698439,,
"VARPKNEE","Total knee replacement","POPINPQT","Inpatient cases per 100 000 population","USA","United States","2010","2010",225.8,,
"VARPMAST","Total mastectomy","INPCASQT","Number of inpatient cases","USA","United States","2010","2010",80425,,
"VARPMAST","Total mastectomy","FEMRTONB","Inpatient cases per 100 000 females","USA","United States","2010","2010",51.1,,
"VARPPHAN","Hip replacement","SUROVRIN","Inpatient procedures per 1 000 population aged 65 years old and over","USA","United States","2010","2010",15.6,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2011","2011",1278.4,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2012","2012",1098,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2014","2014",988.9,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2015","2015",1044.7,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2018","2018",1216.3,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2019","2019",1229.5,,
"DGTSPEEX","Positron Emission Tomography (PET) exams, total","PERMACNB","Per scanner","USA","United States","2020","2020",1165.5,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2010","2010",327.3,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2011","2011",327.1,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2012","2012",327.9,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2013","2013",326.6,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2014","2014",322.1,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2015","2015",319.8,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2016","2016",319,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2017","2017",319.6,,
"VARPCESA","Caesarean section","PROLIVIN","Inpatient procedures per 1 000 live births","USA","United States","2018","2018",318.6,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2010","2010",6.2,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2011","2011",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2012","2012",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2013","2013",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2014","2014",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2015","2015",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2016","2016",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2017","2017",6.1,,
"HUTIINST","Inpatient care average length of stay (all hospitals)","JOUPERNB","Days","USA","United States","2018","2018",6.1,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2011","2011",1908.3,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2012","2012",1701.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2014","2014",1451.5,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2015","2015",1406.9,,
"DGTSPEHO","Positron Emission Tomography (PET) exams, in hospitals","PERMACNB","Per scanner","USA","United States","2018","2018",1734.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2010","2010",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2011","2011",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2012","2012",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2013","2013",5.4,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2014","2014",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2015","2015",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2016","2016",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2017","2017",5.5,,
"HUTICUST","Curative care average length of stay","JOUPERNB","Days","USA","United States","2018","2018",5.5,,
"VARPKNEE","Total knee replacement","SUROVRIN","Inpatient procedures per 1 000 population aged 65 years old and over","USA","United States","2010","2010",17.3,,
"DGTSPEAM","Positron Emission Tomography (PET) exams, in ambulatory care","PERMACNB","Per scanner","USA","United States","2011","2011",951.9,,
